ts,date,hour,endpoint,avg_ms,min_ms,max_ms,mdev_ms,packet_loss,icmp_blocked
2026-05-08 06:00:01.678913+00:00,2026-05-08,6,api.openai.com,1.097,1.051,1.213,0.043,0,False
2026-05-08 06:00:01.678913+00:00,2026-05-08,6,italynorth.tts.speech.microsoft.com,10.491,10.463,10.514,0.017,0,False
2026-05-08 12:00:01.129117+00:00,2026-05-08,12,api.deepgram.com,149.71,149.3,150.548,0.379,0,False
2026-05-08 12:00:01.129117+00:00,2026-05-08,12,api.rev.ai,,,,,100,True
2026-05-08 12:00:01.129117+00:00,2026-05-08,12,italynorth.stt.speech.microsoft.com,10.382,10.354,10.468,0.032,0,False
2026-05-08 12:00:01.129117+00:00,2026-05-08,12,api.openai.com,1.08,1.058,1.095,0.01,0,False
2026-05-08 12:00:01.129117+00:00,2026-05-08,12,api.groq.com,1.595,1.526,1.846,0.088,0,False
2026-05-08 12:00:01.129117+00:00,2026-05-08,12,api.mistral.ai,1.046,1.004,1.113,0.026,0,False
2026-05-08 12:00:01.129117+00:00,2026-05-08,12,api.deepgram.com,139.369,139.2,139.862,0.176,0,False
2026-05-08 12:00:01.129117+00:00,2026-05-08,12,api.openai.com,1.565,1.52,1.643,0.032,0,False
2026-05-08 12:00:01.129117+00:00,2026-05-08,12,italynorth.tts.speech.microsoft.com,10.246,10.208,10.276,0.019,0,False
2026-05-08 18:00:01.871106+00:00,2026-05-08,18,api.deepgram.com,139.027,138.942,139.251,0.093,0,False
2026-05-08 18:00:01.871106+00:00,2026-05-08,18,api.rev.ai,,,,,100,True
2026-05-08 18:00:01.871106+00:00,2026-05-08,18,italynorth.stt.speech.microsoft.com,10.424,10.353,10.85,0.143,0,False
2026-05-08 18:00:01.871106+00:00,2026-05-08,18,api.openai.com,1.148,1.077,1.256,0.055,0,False
2026-05-08 18:00:01.871106+00:00,2026-05-08,18,api.groq.com,1.63,1.554,1.723,0.057,0,False
2026-05-08 18:00:01.871106+00:00,2026-05-08,18,api.mistral.ai,0.814,0.772,0.915,0.037,0,False
2026-05-08 18:00:01.871106+00:00,2026-05-08,18,api.deepgram.com,139.142,139.057,139.229,0.051,0,False
2026-05-08 18:00:01.871106+00:00,2026-05-08,18,api.openai.com,1.126,1.078,1.198,0.037,0,False
2026-05-08 18:00:01.871106+00:00,2026-05-08,18,italynorth.tts.speech.microsoft.com,10.274,10.215,10.507,0.086,0,False
2026-05-09 00:00:02.693961+00:00,2026-05-09,0,api.deepgram.com,142.867,142.776,143.229,0.129,0,False
2026-05-09 00:00:02.693961+00:00,2026-05-09,0,api.rev.ai,,,,,100,True
2026-05-09 00:00:02.693961+00:00,2026-05-09,0,italynorth.stt.speech.microsoft.com,10.384,10.347,10.509,0.043,0,False
2026-05-09 00:00:02.693961+00:00,2026-05-09,0,api.openai.com,1.077,1.057,1.087,0.009,0,False
2026-05-09 00:00:02.693961+00:00,2026-05-09,0,api.groq.com,1.447,1.412,1.516,0.028,0,False
2026-05-09 00:00:02.693961+00:00,2026-05-09,0,api.mistral.ai,1.061,1.003,1.327,0.091,0,False
2026-05-09 00:00:02.693961+00:00,2026-05-09,0,api.deepgram.com,139.444,139.367,139.615,0.064,0,False
2026-05-09 00:00:02.693961+00:00,2026-05-09,0,api.openai.com,1.294,1.254,1.345,0.026,0,False
2026-05-09 00:00:02.693961+00:00,2026-05-09,0,italynorth.tts.speech.microsoft.com,10.225,10.2,10.235,0.01,0,False
2026-05-09 05:30:02.129211+00:00,2026-05-09,5,api.deepgram.com,142.817,142.801,142.826,0.007,0,False
2026-05-09 05:30:02.129211+00:00,2026-05-09,5,api.rev.ai,,,,,100,True
2026-05-09 05:30:02.129211+00:00,2026-05-09,5,italynorth.stt.speech.microsoft.com,10.356,10.326,10.371,0.013,0,False
2026-05-09 05:30:02.129211+00:00,2026-05-09,5,api.openai.com,1.09,1.045,1.169,0.035,0,False
2026-05-09 05:30:02.129211+00:00,2026-05-09,5,api.groq.com,1.697,1.634,1.897,0.087,0,False
2026-05-09 05:30:02.129211+00:00,2026-05-09,5,api.mistral.ai,1.064,0.992,1.205,0.064,0,False
2026-05-09 05:30:02.129211+00:00,2026-05-09,5,api.deepgram.com,142.809,142.8,142.849,0.013,0,False
2026-05-09 05:30:02.129211+00:00,2026-05-09,5,api.openai.com,1.305,1.269,1.367,0.028,0,False
2026-05-09 05:30:02.129211+00:00,2026-05-09,5,italynorth.tts.speech.microsoft.com,10.234,10.217,10.274,0.016,0,False
2026-05-09 06:00:02.397963+00:00,2026-05-09,6,api.deepgram.com,140.383,139.45,146.688,2.241,10,False
2026-05-09 06:00:02.397963+00:00,2026-05-09,6,api.rev.ai,,,,,100,True
2026-05-09 06:00:02.397963+00:00,2026-05-09,6,italynorth.stt.speech.microsoft.com,10.361,10.342,10.423,0.023,0,False
2026-05-09 06:00:02.397963+00:00,2026-05-09,6,api.openai.com,1.332,1.288,1.534,0.07,0,False
2026-05-09 06:00:02.397963+00:00,2026-05-09,6,api.groq.com,1.681,1.624,1.837,0.056,0,False
2026-05-09 06:00:02.397963+00:00,2026-05-09,6,api.mistral.ai,1.06,0.984,1.207,0.065,0,False
2026-05-09 06:00:02.397963+00:00,2026-05-09,6,api.deepgram.com,139.544,139.483,139.685,0.067,0,False
2026-05-09 06:00:02.397963+00:00,2026-05-09,6,api.openai.com,1.077,1.056,1.151,0.028,0,False
2026-05-09 06:00:02.397963+00:00,2026-05-09,6,italynorth.tts.speech.microsoft.com,10.239,10.206,10.302,0.028,0,False
2026-05-09 12:00:02.215067+00:00,2026-05-09,12,api.deepgram.com,150.623,149.649,152.011,0.676,0,False
2026-05-09 12:00:02.215067+00:00,2026-05-09,12,api.rev.ai,,,,,100,True
2026-05-09 12:00:02.215067+00:00,2026-05-09,12,italynorth.stt.speech.microsoft.com,10.402,10.357,10.599,0.069,0,False
2026-05-09 12:00:02.215067+00:00,2026-05-09,12,api.openai.com,1.12,1.086,1.156,0.024,0,False
2026-05-09 12:00:02.215067+00:00,2026-05-09,12,api.groq.com,2.006,1.66,3.275,0.523,0,False
2026-05-09 12:00:02.215067+00:00,2026-05-09,12,api.mistral.ai,1.353,1.284,1.524,0.072,0,False
2026-05-09 12:00:02.215067+00:00,2026-05-09,12,api.deepgram.com,141.236,139.511,150.295,3.199,0,False
2026-05-09 12:00:02.215067+00:00,2026-05-09,12,api.openai.com,1.351,1.295,1.493,0.052,0,False
2026-05-09 12:00:02.215067+00:00,2026-05-09,12,italynorth.tts.speech.microsoft.com,10.25,10.236,10.269,0.01,0,False
2026-05-09 18:00:02.171699+00:00,2026-05-09,18,api.deepgram.com,149.551,149.464,149.721,0.086,0,False
2026-05-09 18:00:02.171699+00:00,2026-05-09,18,api.rev.ai,,,,,100,True
